uuid,ndvi_peak_date,ndvi_peak_value,peak_position
00eadc96-e4cb-41b4-a443-e9d94bf76c8e,2023-06-02,0.6113265306122455,1
00eadc96-e4cb-41b4-a443-e9d94bf76c8e,2023-12-04,0.6207369614512485,2
00eadc96-e4cb-41b4-a443-e9d94bf76c8e,2024-05-02,0.586902494331066,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2020-08-16,0.6208458049886627,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2021-09-30,0.57632426303855,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2022-10-05,0.6323628117913831,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2023-05-08,0.5969639455782334,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2023-12-09,0.6110238095238099,2
00eb13c9-fcde-4c70-a76a-265161cf98ea,2024-05-02,0.5699716553287996,1
00eb13c9-fcde-4c70-a76a-265161cf98ea,2024-09-04,0.6129391534391551,2
00f37ee7-9721-4408-ac3e-a4517ec9b868,2020-02-08,0.5748809523809533,1
00f37ee7-9721-4408-ac3e-a4517ec9b868,2020-07-02,0.6597263794406661,2
00f37ee7-9721-4408-ac3e-a4517ec9b868,2020-12-19,0.5366468253968262,3
00f37ee7-9721-4408-ac3e-a4517ec9b868,2021-08-31,0.6630272108843531,1
00f37ee7-9721-4408-ac3e-a4517ec9b868,2022-09-30,0.6632562358276645,1
00f37ee7-9721-4408-ac3e-a4517ec9b868,2023-09-30,0.49068405139833776,1
00f5ab4e-2992-42a0-9d97-11c221427251,2020-05-13,0.6319047619047616,1
00f5ab4e-2992-42a0-9d97-11c221427251,2020-09-10,0.6204863945578243,2
00f5ab4e-2992-42a0-9d97-11c221427251,2021-05-28,0.5443027210884361,1
00f5ab4e-2992-42a0-9d97-11c221427251,2022-09-25,0.4816870748299327,1
00f5ab4e-2992-42a0-9d97-11c221427251,2023-05-13,0.6025674603174619,1
00f5ab4e-2992-42a0-9d97-11c221427251,2023-12-14,0.5954065255731932,2
00f86c58-647d-4bff-80ec-798d307759d7,2021-08-21,0.5395547996976565,1
00f86c58-647d-4bff-80ec-798d307759d7,2022-10-05,0.5088367346938778,1
00f86c58-647d-4bff-80ec-798d307759d7,2023-12-09,0.4839523809523825,1
00f86c58-647d-4bff-80ec-798d307759d7,2024-05-22,0.5305351473922898,1
01044817-0104-44ae-a54e-0b6a882f505d,2020-02-08,0.5976564625850348,1
01044817-0104-44ae-a54e-0b6a882f505d,2020-05-03,0.6222845804988676,2
01044817-0104-44ae-a54e-0b6a882f505d,2020-10-30,0.5568877551020415,3
01044817-0104-44ae-a54e-0b6a882f505d,2021-05-23,0.5178299319727899,1
01044817-0104-44ae-a54e-0b6a882f505d,2021-10-05,0.5005102040816333,2
01044817-0104-44ae-a54e-0b6a882f505d,2022-09-25,0.5027505668934251,1
01044817-0104-44ae-a54e-0b6a882f505d,2023-05-13,0.5582437641723363,1
01044817-0104-44ae-a54e-0b6a882f505d,2023-12-14,0.6599546485260774,2
01044817-0104-44ae-a54e-0b6a882f505d,2024-05-27,0.662716553287982,1
0121bbcc-f200-4579-8f70-724acbeaee12,2020-07-17,0.6975351473922926,1
0121bbcc-f200-4579-8f70-724acbeaee12,2021-08-06,0.6944761904761921,1
0121bbcc-f200-4579-8f70-724acbeaee12,2022-09-30,0.6857006802721103,1
0121bbcc-f200-4579-8f70-724acbeaee12,2023-05-03,0.5028854875283462,1
0121bbcc-f200-4579-8f70-724acbeaee12,2023-08-16,0.4762482993197287,2
0121bbcc-f200-4579-8f70-724acbeaee12,2023-12-19,0.6884206349206362,3
012323bd-ff3d-4fea-9fe4-c803eb63d30c,2020-06-25,0.7549072562358287,1
012323bd-ff3d-4fea-9fe4-c803eb63d30c,2021-08-19,0.6219280560709137,1
012323bd-ff3d-4fea-9fe4-c803eb63d30c,2022-08-29,0.6688227169655754,1
012323bd-ff3d-4fea-9fe4-c803eb63d30c,2023-12-12,0.4766752834467125,1
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2020-05-18,0.6301088435374153,1
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2021-06-02,0.47251473922902565,1
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2022-09-25,0.4842766439909304,1
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2023-05-18,0.6159410430839011,1
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2023-12-14,0.6060619803476955,2
012c83d2-7e62-4b8a-9116-269f4fd1ff9b,2024-05-22,0.6371609977324265,1
012f9732-4474-4974-94f6-32c749ca8b31,2020-05-18,0.6779659863945589,1
012f9732-4474-4974-94f6-32c749ca8b31,2021-03-04,0.4957040816326538,1
